,FILE_NAME,STATES,INPUTS,LSTAR_rndWords_MQ_SYM,LSTAR_rndWords_MQ_RST,LSTAR_rndWords_EQ_SYM,LSTAR_rndWords_EQ_RST,LSTAR_rndWords_TOTAL_SYM,LSTAR_rndWords_TOTAL_RST,LSTAR_rndWords_EQs,LIP_rndWords_rndWords_MQ_SYM,LIP_rndWords_rndWords_MQ_RST,LIP_rndWords_rndWords_EQ_SYM,LIP_rndWords_rndWords_EQ_RST,LIP_rndWords_rndWords_TOTAL_SYM,LIP_rndWords_rndWords_TOTAL_RST,LIP_rndWords_rndWords_EQs,LIP_rndWords_rndWords_COMPONENTS,LIP_rndWords_rndWords_ROUNDS
64,Benchmarks/BCS_SPL/Complete_FSM_files/products/7wise_9.txt,1152,22,19542572,767984,1184257447,114992937,1203800019,115760921,3,3687040,54537,1184286546,114981038,1187973586,115035575,59,6,17
65,Benchmarks/BCS_SPL/Complete_FSM_files/products2/6wise_9.txt,1152,25,6090025,720025,1656409893,159845926,1662499918,160565951,1,59324,2082,1657558388,159853595,1657617712,159855677,61,7,19
66,Benchmarks/BCS_SPL/Complete_FSM_files/products2/6wise_13.txt,1152,25,6090025,720025,1853222783,176859364,1859312808,177579389,1,53795,2006,1854376489,176866827,1854430284,176868833,61,7,19
67,Benchmarks/BCS_SPL/Complete_FSM_files/products2/6wise_30.txt,1152,25,6090025,720025,1739491096,167796967,1745581121,168516992,1,45965,1851,1740646891,167804431,1740692856,167806282,61,7,19
68,Benchmarks/BCS_SPL/Complete_FSM_files/products2/6wise_40.txt,1152,23,5154599,609431,1414045896,135381127,1419200495,135990558,1,42267,2885,1375234533,131330328,1375276800,131333213,59,5,19
69,Benchmarks/BCS_SPL/Complete_FSM_files/products2/7wise_12.txt,1152,24,4534296,663576,1431760181,161450445,1436294477,162114021,1,5892,724,1432760209,161457782,1432766101,161458506,56,8,17
70,Benchmarks/BCS_SPL/Complete_FSM_files/products2/9wise_12.txt,1152,20,3148820,460820,846294867,95542266,849443687,96003086,1,3071,351,846918891,95547967,846921962,95548318,42,9,12
71,Benchmarks/BCS_SPL/Complete_FSM_files/products2/9wise_17.txt,1152,19,2841811,415891,662926039,74906593,665767850,75322484,1,7460,457,663554500,74912147,663561960,74912604,41,8,12
72,Benchmarks/BCS_SPL/Complete_FSM_files/products2/9wise_26.txt,1152,20,3148820,460820,846290063,95542147,849438883,96002967,1,1831,336,846916226,95547853,846918057,95548189,42,9,12
73,Benchmarks/BCS_SPL/Complete_FSM_files/products/6wise_16.txt,1192,17,13335017,485050,647702960,50082305,661037977,50567355,3,5549047,97410,643267292,49647118,648816339,49744528,50,4,14
74,Benchmarks/BCS_SPL/Complete_FSM_files/products/7wise_5.txt,1248,23,21321927,892186,1349585431,129024599,1370907358,129916785,3,8296967,100818,1350659610,129030796,1358956577,129131614,63,6,18
75,Benchmarks/BCS_SPL/Complete_FSM_files/products2/7wise_37.txt,1248,24,10760500,836616,1614634216,149223387,1625394716,150060003,2,4978061,68621,1570808016,145195387,1575786077,145264008,67,5,20
76,Benchmarks/BCS_SPL/Complete_FSM_files/products2/7wise_23.txt,1296,22,4181782,627286,1289915423,148037568,1294097205,148664854,1,3003,515,1290766129,148044319,1290769132,148044834,50,8,15
77,Benchmarks/BCS_SPL/Complete_FSM_files/products2/7wise_23.txt,1296,22,4181782,627286,1247911865,143647130,1252093647,144274416,1,5087,464,1212366803,139262716,1212371890,139263180,50,8,15
78,Benchmarks/BCS_SPL/Complete_FSM_files/products2/7wise_27.txt,1296,23,4799111,685607,1262352580,140065426,1267151691,140751033,1,5093,730,1263352610,140072680,1263357703,140073410,55,7,17
79,Benchmarks/BCS_SPL/Complete_FSM_files/products/8wise_7.txt,1344,23,5958679,710999,1736477215,166476235,1742435894,167187234,1,59116,2583,1730056486,165551517,1730115602,165554100,55,7,17
80,Benchmarks/BCS_SPL/Complete_FSM_files/products/8wise_19.txt,2304,22,27694016,1390768,2346416890,218468441,2374110906,219859209,3,5815526,80728,2275609536,211383176,2281425062,211463904,62,5,18
81,Benchmarks/BCS_SPL/Complete_FSM_files/products2/7wise_36.txt,2304,26,22091158,1769290,4575956641,423345236,4598047799,425114526,2,5040353,63283,4577443457,423372059,4582483810,423435342,71,6,21
82,Benchmarks/BCS_SPL/Complete_FSM_files/products/8wise_16.txt,2496,25,30425798,1867602,4496179295,407869967,4526605093,409737569,3,12693396,151175,4463784888,404983886,4476478284,405135061,72,7,19
83,Benchmarks/BCS_SPL/Complete_FSM_files/products2/7wise_24.txt,2496,27,39840521,2193077,6191272012,555419993,6231112533,557613070,3,7329064,95191,6193987644,555534363,6201316708,555629554,76,6,22
84,Benchmarks/BCS_SPL/Complete_FSM_files/products2/8wise_5.txt,2496,25,30010757,1870294,5509120649,494269246,5539131406,496139540,3,6554859,82264,5407999477,486577885,5414554336,486660149,68,7,19
85,Benchmarks/BCS_SPL/Complete_FSM_files/products2/8wise_38.txt,2496,27,37921305,2177457,5667163702,503161492,5705085007,505338949,3,8608356,107444,5668464342,503169434,5677072698,503276878,75,7,21
86,Benchmarks/BCS_SPL/Complete_FSM_files/products/8wise_18.txt,2592,23,9826727,1371191,2941174446,321501999,2951001173,322873190,1,3512,523,2942103481,321509313,2942106993,321509836,53,8,16
87,Benchmarks/BCS_SPL/Complete_FSM_files/products2/8wise_7.txt,2592,25,12150025,1620025,4103612402,430638839,4115762427,432258864,1,18404,1016,4104690589,430646475,4104708993,430647491,59,8,18
88,Benchmarks/BCS_SPL/Complete_FSM_files/products/7wise_18.txt,2808,26,16134794,1898234,5837452793,555872120,5853587587,557770354,1,47437,2230,5838679604,555880372,5838727041,555882602,64,7,20
89,Benchmarks/BCS_SPL/Complete_FSM_files/products2/6wise_26.txt,1384,17,12166677,534484,680083206,50645736,692249883,51180220,3,6030633,91761,677931391,50428677,683962024,50520438,49,4,14
90,Benchmarks/BCS_SPL/Complete_FSM_files/products2/7wise_8.txt,1536,25,8440025,960025,2723005790,248216129,2731445815,249176154,1,31840,1991,2724233021,248223949,2724264861,248225940,63,6,20
91,Benchmarks/BCS_SPL/Complete_FSM_files/products2/8wise_4.txt,1536,23,7143639,812567,2065623802,190018348,2072767441,190830915,1,52295,1887,2066625827,190025283,2066678122,190027170,55,7,17
92,Benchmarks/BCS_SPL/Complete_FSM_files/products2/9wise_14.txt,1536,22,5327894,743446,1576529109,171572456,1581857003,172315902,1,5592,647,1536583655,166817744,1536589247,166818391,50,8,15
93,Benchmarks/BCS_SPL/Complete_FSM_files/products/7wise_19.txt,1664,26,33342852,1457110,2848404265,263285119,2881747117,264742229,3,4726826,62451,2879929129,265794473,2884655955,265856924,70,6,21
94,Benchmarks/BCS_SPL/Complete_FSM_files/products2/6wise_17.txt,1664,19,16804345,772583,1381695701,97649805,1398500046,98422388,3,5559571,82053,1394614895,98339616,1400174466,98421669,51,5,15
95,Benchmarks/BCS_SPL/Complete_FSM_files/products/8wise_10.txt,1728,21,5334357,762069,1402806075,155715187,1408140432,156477256,1,3810,543,1403659735,155721903,1403663545,155722446,49,7,15
96,Benchmarks/BCS_SPL/Complete_FSM_files/products2/7wise_40.txt,1728,25,7560025,1080025,2511640210,278675750,2519200235,279755775,1,6679,738,2512714709,278683473,2512721388,278684211,59,8,18
97,Benchmarks/BCS_SPL/Complete_FSM_files/products2/8wise_3.txt,1728,22,5854486,836374,1554539584,173129157,1560394070,173965531,1,3550,520,1555390880,173135880,1555394430,173136400,50,8,15
98,Benchmarks/BCS_SPL/Complete_FSM_files/products2/8wise_14.txt,1728,23,6398807,914135,1833358916,204461563,1839757723,205375698,1,2313,394,1834213626,204468446,1834215939,204468840,51,9,15
99,Benchmarks/BCS_SPL/Complete_FSM_files/products/7wise_13.txt,1792,20,22377356,939094,1270345685,106886526,1292723041,107825620,3,6542690,106225,1273307617,107107800,1279850307,107214025,55,5,16
100,Benchmarks/BCS_SPL/Complete_FSM_files/products2/6wise_24.txt,2808,27,37165204,2413319,6193533473,570433320,6230698677,572846639,3,7978717,109492,6127354049,564246245,6135332766,564355737,75,6,22
172,Benchmarks/BCS_SPL/Complete_FSM_files/products/9wise_5.txt,3328,26,33896224,2533768,8006065205,699937652,8039961429,702471420,2,5496753,85613,7976515703,697135149,7982012456,697220762,68,8,19
173,Benchmarks/BCS_SPL/Complete_FSM_files/products/9wise_9.txt,3456,24,14929944,1990680,5069669181,534611227,5084599125,536601907,1,5596,607,4948453418,520859813,4948459014,520860420,54,9,16
174,Benchmarks/BCS_SPL/Complete_FSM_files/products2/9wise_6.txt,1920,23,9039575,1015703,2441077158,225500464,2450116733,226516167,1,38090,2112,2442005304,225507274,2442043394,225509386,53,8,16
175,Benchmarks/BCS_SPL/Complete_FSM_files/products/6wise_9.txt,2076,17,17306922,803428,1176610056,86040800,1193916978,86844228,3,9512124,175270,1174208042,85830336,1183720166,86005606,51,3,15
176,Benchmarks/BCS_SPL/Complete_FSM_files/products/7wise_2.txt,3576,20,28244000,1688074,3705460185,274097593,3733704185,275785667,3,8058241,110413,3740764970,276519993,3748823211,276630406,56,5,16
177,Benchmarks/BCS_SPL/Complete_FSM_files/products/9wise_19.txt,3840,26,24400922,2595866,7449679016,659368542,7474079938,661964408,1,37288,2511,7243799107,640120389,7243836395,640122900,64,7,20
178,Benchmarks/BCS_SPL/Complete_FSM_files/products2/10wise_4.txt,2304,22,8177686,1115158,2608196462,278787898,2616374148,279903056,1,1858,329,2608901114,278794264,2608902972,278794593,46,10,13
179,Benchmarks/BCS_SPL/Complete_FSM_files/products2/10wise_5.txt,2304,21,7451157,1016085,2130195851,227940712,2137647008,228956797,1,1852,316,2130899956,227946815,2130901808,227947131,45,9,13
180,Benchmarks/BCS_SPL/Complete_FSM_files/products2/10wise_6.txt,3072,24,13565976,1769496,3813314886,395289029,3826880862,397058525,1,5589,613,3814245943,395296053,3814251532,395296666,54,9,16
181,Benchmarks/BCS_SPL/Complete_FSM_files/products/6wise_5.txt,312,18,724482,101106,127080182,13941410,127804664,14042516,1,18224,1633,1251241,34174,1269465,35807,44,5,14
182,Benchmarks/BCS_SPL/Complete_FSM_files/products/6wise_20.txt,360,17,787253,104057,109254743,11610841,110041996,11714898,1,51501,2117,1295906,38901,1347407,41018,43,4,14
